시장명,최종주소,X,Y,점포수,bus_st_num_500m,bus_st_num_1k,Ur_rail_num_500m,Ur_rail_num_1k,Bus_te_num_2k ,Bus_te_num_3k,Bus_te_num_2_3k,spot_num_3k,spot_num_5k,spot_num_3_5k,univ_num_1k,parking_num_500m,parking_car_num_500m,점포당 주차구획수,mart_num_1.5k,Mart_num_bool,ur_park_num_165m,cull_hall_num_3k,cul_hall_num_5k,stor_cnt,residnt_cnt_sum,mkt_cnt_sum,stor_cnt_sum,person_mkt_cnt
월드밸리,부산광역시 중구 대청로 60,129.0263642,35.1027772,304,0,16,0,4,0,0,0,23,30,7,0,7,243,1,1,1,0,1,2,102,41501,30,6993,6
월드프라자,경기도 안산시 상록구 본삼로 60,126.8657245,37.3006225,199,29,93,1,1,0,1,1,0,2,2,0,8,630,3,0,0,0,0,1,202,350342,6,1370,256
월배시장,대구광역시 달서구 월배로24길 13,128.5274809,35.8140634,315,18,102,1,3,0,0,0,0,0,0,0,5,595,2,2,1,0,0,3,105,560354,70,5484,102
월배신시장,대구광역시 달서구 월배로28안길 54,128.5279183,35.8132773,54,18,104,1,3,0,0,0,0,0,0,0,6,740,14,2,1,1,0,3,53,560354,70,5484,102
월봉시장,울산광역시 동구 진성14길 94(전하동),129.4260599,35.5096661,166,37,84,0,0,0,1,1,0,0,0,0,4,310,2,1,1,4,1,1,118,157111,14,1086,145
월성청구시장,대구광역시 달서구 학산로 17,128.5311004,35.8275043,186,28,72,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,3,24,560354,70,5484,102
월영대시장,경상남도 창원시 마산합포구 월영남1길 13,128.5577452,35.1792329,125,26,55,0,0,0,0,0,1,1,0,1,1,17,0,1,1,0,0,0,108,174933,20,4773,37
월정로시장,서울특별시 양천구 월정로29길3,126.8356975,37.5334769,123,21,74,0,2,0,0,0,0,5,5,0,10,1135,9,0,0,0,0,1,87,455058,21,1359,335
유구시장,충청남도 공주시 유구읍 시장길 28,126.951934,36.5528042,67,19,29,0,0,0,0,0,0,0,0,0,3,108,2,0,0,0,0,0,68,104736,6,1941,54
유신종합상가,경상남도 창원시 성산구 신촌로 21,128.6267794,35.2075423,49,8,16,0,0,0,0,0,0,2,2,0,6,338,7,0,0,0,0,1,43,215143,19,2837,76
유진상가,서울특별시 서대문구 통일로 484,126.9429967,37.5916477,64,37,123,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0,3,5,101,312325,11,1085,288
유천전통시장,대전광역시 중구 유천동 303-10,127.3954941,36.3171868,70,24,112,0,0,1,1,0,2,7,5,0,14,913,13,3,1,0,1,1,79,236492,21,2660,89
육거리종합시장,충청북도 청주시 상당구 청남로2197번길 42,127.488384,36.6278689,890,56,114,0,0,0,2,2,0,0,0,1,0,0,0,1,1,0,2,2,1202,189727,8,3576,53
은행나무시장,서울특별시 금천구 시흥동 828-45,126.9093499,37.4513563,60,41,100,0,0,0,0,0,0,1,1,0,2,56,1,1,1,0,1,3,58,232003,9,1370,169
은행시장,경기도 성남시 중원구 산성대로 526,127.1644841,37.4575713,52,32,98,0,1,0,0,0,1,1,0,2,8,1213,23,0,0,1,0,0,54,215975,14,1503,144
음성시장,충청북도 음성군 음성읍 문화1길 14,127.6921289,36.9381643,281,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,174,93310,10,1024,91
의령시장,경상남도 의령군 의령읍 의병로20길 19-2,128.2612493,35.3187478,106,0,0,0,0,1,1,0,0,0,0,0,14,374,4,0,0,0,1,1,102,26818,2,157,171
의성염매시장,경상북도 의성군 의성읍 염매시장길 5,128.6956186,36.3502446,35,0,0,0,0,1,1,0,0,0,0,0,13,405,12,0,0,1,1,1,36,51827,17,773,67
의정부시장,경기도 의정부시 시민로143번길 40,127.0511914,37.7394434,60,38,149,3,7,1,1,0,0,0,0,0,5,552,9,1,1,0,1,1,58,460390,3,753,611
의정부제일시장,경기도 의정부시 태평로 73번길 20,127.0504611,37.7397709,334,37,153,3,7,1,1,0,0,0,0,0,5,552,2,1,1,0,1,1,630,460390,3,753,611
의정부청과야채시장,경기도 의정부시 의정부동 30-8,127.0528123,37.7386815,80,35,150,0,7,1,1,0,0,0,0,0,1,244,3,1,1,0,1,1,65,460390,3,753,611
이동시장(이동공설시장),경상남도 남해군 이동면 무림로 63번길 9,127.9538697,34.8008384,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,43033,5,188,229
이방정기장시장,경상남도 창녕군 이방면 이방대합로 351,128.3831808,35.6013865,34,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,61400,4,34,1806
